,Unnamed: 0,videoId,authorChannelId,authorDisplayName,textDisplay,textOriginal,publishedAt,updatedAt,likeCount,canReply,totalReplyCount
74,74,TsqBucY6KB8,UCV3pLHJIApHblyk3HlFQIYQ,JaHWaTaR JaHWaTaR,"What about a mystic philosopher chat boot? is that the most dangerus thing in the entire world, or just another tool?","What about a mystic philosopher chat boot? is that the most dangerus thing in the entire world, or just another tool?",2023-02-10T09:10:35Z,2023-02-10T09:10:35Z,1,True,1
75,75,TsqBucY6KB8,UC_hFeNSx6ezj0y4VqKccSNA,haythepackman,im 19 what’s the best way to make money max!,im 19 what’s the best way to make money max!,2023-02-10T07:43:27Z,2023-02-10T07:43:27Z,1,True,1
76,76,TsqBucY6KB8,UCphbS13XGE0ULNAfdxDfW7g,liltarzy,"I have a problem where i can not find a job in field where i want, im a video editor, started few months ago on TikTok editing gaming videos in a way that nobody did before so the views went wild but nobody takes it as good portfolio, so it looks like all this stuff i learn about ai is useless to me now and only thing i can do is grow a youtube channel first, or?","I have a problem where i can not find a job in field where i want, im a video editor, started few months ago on TikTok editing gaming videos in a way that nobody did before so the views went wild but nobody takes it as good portfolio, so it looks like all this stuff i learn about ai is useless to me now and only thing i can do is grow a youtube channel first, or?",2023-02-10T07:39:30Z,2023-02-10T07:39:30Z,1,True,2
77,77,TsqBucY6KB8,UC7FNVJjLi0iFsGJbV7iRDHw,Filmi Kathe,Brooo 1:06 looks SUS..💀,Brooo 1:06 looks SUS..💀,2023-02-10T06:54:17Z,2023-02-10T06:54:17Z,2,True,1
78,78,TsqBucY6KB8,UCtKebzGfJkM5IugQDqISppg,Sophie B.,I love these videos! You can do a 10+ part series if you want😁,I love these videos! You can do a 10+ part series if you want😁,2023-02-10T06:45:38Z,2023-02-10T06:45:38Z,4,True,1
79,79,TsqBucY6KB8,UCUq3ZTixi-h0dDC2xHIKL-Q,caveman_ob,0:01 misty 540*,0:01 misty 540*,2023-02-10T05:44:53Z,2023-02-10T05:45:07Z,1,True,0
80,80,TsqBucY6KB8,UCHWLoDr-ADU4q1cW_Z5kG0Q,Buddy Snackit,I have a hard time believing you.  Hey! I made a million dollars in just 12 nanoseconds scratching and sniffing!,I have a hard time believing you.  Hey! I made a million dollars in just 12 nanoseconds scratching and sniffing!,2023-02-10T05:18:37Z,2023-02-10T05:18:37Z,1,True,1
81,81,TsqBucY6KB8,UC2g71geODb9m0zeUdQF6prA,Brian H,"I haven't watched a video in awhile. Not sure I like the slash up of all the shows and movies. Some of it is good but there's so much that it just takes over the whole video and is dizzying. Also, the bottom line is AI will reduce the amount of bodies needed to do any task thus creating job loss. Just my 2 cents.","I haven't watched a video in awhile. Not sure I like the slash up of all the shows and movies. Some of it is good but there's so much that it just takes over the whole video and is dizzying. Also, the bottom line is AI will reduce the amount of bodies needed to do any task thus creating job loss. Just my 2 cents.",2023-02-10T04:41:34Z,2023-02-10T04:41:34Z,3,True,1
82,82,TsqBucY6KB8,UCo8n1HEofHBYiV6T_SCaoxw,Clinton,I'm more concerned that this will reduce the total number of jobs by a large amount.,I'm more concerned that this will reduce the total number of jobs by a large amount.,2023-02-10T04:02:44Z,2023-02-10T04:02:44Z,4,True,1
83,83,TsqBucY6KB8,UCLP4T3O21TA0U_w6ehrCtuw,fernando plascencia,You are wrong brother . Yes you’re right in the simple fact that you could get behind gpt and be more productive and become a super employee .. butttt that means instead of 30 employees they’ll only need 5 now . Sooo,You are wrong brother . Yes you’re right in the simple fact that you could get behind gpt and be more productive and become a super employee .. butttt that means instead of 30 employees they’ll only need 5 now . Sooo,2023-02-10T04:01:49Z,2023-02-10T04:01:49Z,3,True,1
84,84,TsqBucY6KB8,UCSEWzpQLf_KSMNgU_xmie7w,Chase Green,If I throw my receipts and invoices at AI can it do my taxes? can it quote my jobs? I doubt it.,If I throw my receipts and invoices at AI can it do my taxes? can it quote my jobs? I doubt it.,2023-02-10T03:47:37Z,2023-02-10T03:47:37Z,0,True,1
85,85,TsqBucY6KB8,UCPq0ms3_B4KhkUZiqFF1P2w,User,2:26 accurate feelings…,2:26 accurate feelings…,2023-02-10T03:20:50Z,2023-02-10T03:20:50Z,1,True,1
86,86,TsqBucY6KB8,UC4dI8tCaEv1SEQV5LcnO-aw,jon doe,Max you're my role model 🤪😂frikn awesome sir,Max you're my role model 🤪😂frikn awesome sir,2023-02-10T03:11:19Z,2023-02-10T03:11:19Z,0,True,1
87,87,TsqBucY6KB8,UCHU7olEEuJWGljVRjrwRhEg,hamza khan,"Humans were once good at navigation - GPS took that away, now we can never navigate without GPS, maps are there but our skill isn't. Same will happen in future, we will become so dependent on AI that, when AI goes down, we go down with it","Humans were once good at navigation - GPS took that away, now we can never navigate without GPS, maps are there but our skill isn't. Same will happen in future, we will become so dependent on AI that, when AI goes down, we go down with it",2023-02-10T02:51:28Z,2023-02-10T02:51:28Z,2,True,1
88,88,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,🌹 MAKE YOUR MOM PROUD🌹       Leave a tip🥜         CLICK 👍        COMENT 👌     SHARE🥂      🚫 Don't dine and dash,🌹 MAKE YOUR MOM PROUD🌹       Leave a tip🥜         CLICK 👍        COMENT 👌     SHARE🥂      🚫 Don't dine and dash,2023-02-10T02:37:15Z,2023-02-10T02:37:15Z,1,True,0
89,89,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,2023-02-10T02:34:33Z,2023-02-10T02:34:33Z,1,True,0
90,90,TsqBucY6KB8,UC7EKOv-DyE-oMJjOC8hHH-g,Augustine Lopez,CE Skills Sure do hear you / us. I still believe in humans doing alot of work so far but we will see. (Fine tune /sharpen/ levels of skill) 🙃😏😎,CE Skills Sure do hear you / us. I still believe in humans doing alot of work so far but we will see. (Fine tune /sharpen/ levels of skill) 🙃😏😎,2023-02-10T01:06:49Z,2023-02-10T01:06:49Z,1,True,1
91,91,TsqBucY6KB8,UClRdyG2LZnxOBB6M-1hsuew,John Snow,It will not take jobs. It will make the job more efficient. Like engineers use paper and ruler back in the days and now pc and gadgets.,It will not take jobs. It will make the job more efficient. Like engineers use paper and ruler back in the days and now pc and gadgets.,2023-02-10T00:43:13Z,2023-02-10T00:43:13Z,1,True,1
92,92,TsqBucY6KB8,UCvbPkTE7nptFPAprOukKiCA,,"Max, will you be our leader into the future where machines have taken over!? Lol 
People will soon realize the AI tool is a great assistant. I can’t wait to dive in personally","Max, will you be our leader into the future where machines have taken over!? Lol 
People will soon realize the AI tool is a great assistant. I can’t wait to dive in personally",2023-02-10T00:37:55Z,2023-02-10T00:37:55Z,1,True,1
93,93,TsqBucY6KB8,UCx6GNhEP9ZnpJ5IRyFYgQMA,Sandjackal,Please read Rise of machine and Kurgezat video; middle management will be removed. more production,Please read Rise of machine and Kurgezat video; middle management will be removed. more production,2023-02-10T00:35:18Z,2023-02-10T00:35:18Z,0,True,2
94,94,TsqBucY6KB8,UC7p08inFWL4og_kNJWNewyw,melissa weyrick,"My Physical Therapist referred me to a Orthpedic Surgeon today. He does Surgery with the assistance of a Robot. 
I found that really Cool! 👍","My Physical Therapist referred me to a Orthpedic Surgeon today. He does Surgery with the assistance of a Robot. 
I found that really Cool! 👍",2023-02-09T23:17:28Z,2023-02-09T23:17:28Z,0,True,1
95,95,TsqBucY6KB8,UCzHcA-CPKTjqDIl9syHk42g,MotoJB,"Don't fully agree. THE WEF an Yuval Harari keep saying it -- so many will be deemed ""useless"" and ""worthless"".  The new ""useless class"".  They say there will be no use for so many humans...and the only idea is to keep them all busy with the metaverse, video games and drugs.  Look it up.  Robotics, AI and algorithms will undoubtedly decimate many industries...fast food workers, trucking, call centers, lawyers, telemedicine, and the list goes on. There will only be so many ""managers"" needed Max. Why do you think they're talking about UBI and there is such the push for depopulation?  The culling agenda is in full force.  I think we all had better worry more about how we're going to ""adapt"" to face that agenda, before we worry about how to use ChatGPT.","Don't fully agree. THE WEF an Yuval Harari keep saying it -- so many will be deemed ""useless"" and ""worthless"".  The new ""useless class"".  They say there will be no use for so many humans...and the only idea is to keep them all busy with the metaverse, video games and drugs.  Look it up.  Robotics, AI and algorithms will undoubtedly decimate many industries...fast food workers, trucking, call centers, lawyers, telemedicine, and the list goes on. There will only be so many ""managers"" needed Max. Why do you think they're talking about UBI and there is such the push for depopulation?  The culling agenda is in full force.  I think we all had better worry more about how we're going to ""adapt"" to face that agenda, before we worry about how to use ChatGPT.",2023-02-09T23:11:23Z,2023-02-09T23:11:23Z,0,True,1
96,96,TsqBucY6KB8,UCDcJK-iGQqSkPFvj2uN6ZVw,Haseeb Heaven,You need to get the facts right for use Programmers and Coders OpenAI already released a different AI called Codex AI. So when you ask coding question to ChatGPT it uses this model to solve questions and you can build your own chatbot for only coding like Github did with Copilot and CodeGPT does. And check AI can create simple Javascript games just by plain instructions.,You need to get the facts right for use Programmers and Coders OpenAI already released a different AI called Codex AI. So when you ask coding question to ChatGPT it uses this model to solve questions and you can build your own chatbot for only coding like Github did with Copilot and CodeGPT does. And check AI can create simple Javascript games just by plain instructions.,2023-02-09T22:55:16Z,2023-02-09T22:55:16Z,0,True,1
97,97,TsqBucY6KB8,UCuvPQNMAJ-nRBNPbWSuWRng,karen d,"I like the thumbnail, creative ❤","I like the thumbnail, creative ❤",2023-02-09T22:50:54Z,2023-02-09T22:50:54Z,1,True,0
98,98,TsqBucY6KB8,UCgf4CDsBTopPDexUi4GHEQA,anthony bisong,"ChatGPT serves as a good prompt engineer.  Anytime you need a bunch of prompts on any topic ask ChatGPT to act as a prompt engineer to list any number of prompts for you to use for a topic or use case for example ask ChatGPT ""please act as a prompt engineer and give me 30 prompts for business analyst""","ChatGPT serves as a good prompt engineer.  Anytime you need a bunch of prompts on any topic ask ChatGPT to act as a prompt engineer to list any number of prompts for you to use for a topic or use case for example ask ChatGPT ""please act as a prompt engineer and give me 30 prompts for business analyst""",2023-02-09T22:37:35Z,2023-02-09T22:40:13Z,0,True,1
99,99,TsqBucY6KB8,UCGfgy22MoG-QvP-bd4-Rswg,That Random Aussie,"Nice idea but you want a massive section of the workforce to do more because AI can handle part of your job. What if all of us aren’t cut out to learn how to interface, multi-task,  learn and adapt etc. constantly -we’re only human. You know as well as i that it’s not going to make us rich or improve our work life balance. Already i don’t pay graphic artists for anything now because i can generate it all myself in any style or format i like and before it was rocket science to me. I don’t buy resource materials anymore or teaching aids because i can generate them better myself. This will breed out creativity slowly but surely simply because nobody will know any different in the coming generation that what they are looking at and digesting is not something to aspire to but how they may better operate and format prompts.","Nice idea but you want a massive section of the workforce to do more because AI can handle part of your job. What if all of us aren’t cut out to learn how to interface, multi-task,  learn and adapt etc. constantly -we’re only human. You know as well as i that it’s not going to make us rich or improve our work life balance. Already i don’t pay graphic artists for anything now because i can generate it all myself in any style or format i like and before it was rocket science to me. I don’t buy resource materials anymore or teaching aids because i can generate them better myself. This will breed out creativity slowly but surely simply because nobody will know any different in the coming generation that what they are looking at and digesting is not something to aspire to but how they may better operate and format prompts.",2023-02-09T22:22:43Z,2023-02-09T22:22:43Z,2,True,1
100,100,TsqBucY6KB8,UCdIHHTt-1DNYC0803Y218Sw,StereotypicalShea,"Very true statements, I think mid-level administrative Medicine, Law, & Coding will have a run for its money within 5 to 7 years.

Also Max, what hair products do you use? Looks comfortable bro","Very true statements, I think mid-level administrative Medicine, Law, & Coding will have a run for its money within 5 to 7 years.

Also Max, what hair products do you use? Looks comfortable bro",2023-02-09T22:21:16Z,2023-02-09T22:21:16Z,1,True,1
101,101,TsqBucY6KB8,UCyutpYjIRc7ZISs2eI6a55Q,808 Motives,"Yah as a contractor i am already using it for basic design, where it really excels is estimation which would otherwise take alot of my time now i can simply add in dimensions make it create a material and tool list, using a web extension and adding in material prices then i edit it with stuff it missed or cant do and re-prompt to organize the information into an email. A contractor specific AI would be simple, it really just needs to be purposed for it.","Yah as a contractor i am already using it for basic design, where it really excels is estimation which would otherwise take alot of my time now i can simply add in dimensions make it create a material and tool list, using a web extension and adding in material prices then i edit it with stuff it missed or cant do and re-prompt to organize the information into an email. A contractor specific AI would be simple, it really just needs to be purposed for it.",2023-02-09T22:14:28Z,2023-02-09T22:18:18Z,0,True,1
102,102,TsqBucY6KB8,UCtwmQdWFMqxXthpbRrDrCWg,Frank Bob,"Bro, awesome, awesome mini series, thank you for this. I have always said, the majority of the population will become managers. All this took place with industrial revolution over a century ago. Humans will never go away. Machines will simply aid in many medial jobs. Can't wait for the future, this is awesome!","Bro, awesome, awesome mini series, thank you for this. I have always said, the majority of the population will become managers. All this took place with industrial revolution over a century ago. Humans will never go away. Machines will simply aid in many medial jobs. Can't wait for the future, this is awesome!",2023-02-09T21:57:08Z,2023-02-09T21:57:29Z,0,True,1
103,103,TsqBucY6KB8,UCQCshNoQDa7Lbd9MqauUonw,Pavlos Parkaros,Man the 1:07 part is hilarious... with the sound also...hahahaha,Man the 1:07 part is hilarious... with the sound also...hahahaha,2023-02-09T21:44:05Z,2023-02-09T21:44:05Z,1,True,1
104,104,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,🚫 Don't dine and dash         🌹 MAKE YOUR MOM PROUD🌹       Leave a tip🥜         CLICK 👍        COMENT 👌     SHARE🥂,🚫 Don't dine and dash         🌹 MAKE YOUR MOM PROUD🌹       Leave a tip🥜         CLICK 👍        COMENT 👌     SHARE🥂,2023-02-09T21:28:33Z,2023-02-09T21:28:33Z,0,True,0
105,105,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,☀☀☀☀☀,☀☀☀☀☀,2023-02-09T21:28:28Z,2023-02-09T21:28:28Z,0,True,0
106,106,TsqBucY6KB8,UCjBJpAM3C8WegC32_9EWM5g,ACKIAMM,LOVE IT. AS USUAL.,LOVE IT. AS USUAL.,2023-02-09T21:21:02Z,2023-02-09T21:21:02Z,0,True,1
107,107,TsqBucY6KB8,UCj7KRgBvt3eVDbnxSWL65og,Maddex,I’m a junior in highschool rn and i can only imagine how far AI will be at by the time I’m in college for computer engineering 😶 might have to switch majors,I’m a junior in highschool rn and i can only imagine how far AI will be at by the time I’m in college for computer engineering 😶 might have to switch majors,2023-02-09T21:18:58Z,2023-02-09T21:18:58Z,0,True,3
108,108,TsqBucY6KB8,UCk4qDk9YrLYEzxQWPFcMxoA,Maxïmum,hmm i'm french and 1min06 is actually a joke,hmm i'm french and 1min06 is actually a joke,2023-02-09T21:14:57Z,2023-02-09T21:14:57Z,0,True,1
109,109,TsqBucY6KB8,UCywruwzzKik4R6-dzXgR5lw,Sa3idYT,Stakeoverflow they do the same mistake Kodak did ..,Stakeoverflow they do the same mistake Kodak did ..,2023-02-09T21:04:39Z,2023-02-09T21:04:39Z,0,True,1
110,110,TsqBucY6KB8,UCkVQENu2lHQ7MMa3whKl1nQ,jo pad,507th...Thanks Max,507th...Thanks Max,2023-02-09T20:58:35Z,2023-02-09T20:58:35Z,0,True,1
111,111,TsqBucY6KB8,UCxx8V6DK_jdWLsTmWBciE5w,F.,"Except 1 ""manager"" will do the work that used to employ dozens of people, only a communist takeover or a culling of the plebs will solve this problem, lets see what happens buddy boyos","Except 1 ""manager"" will do the work that used to employ dozens of people, only a communist takeover or a culling of the plebs will solve this problem, lets see what happens buddy boyos",2023-02-09T20:54:11Z,2023-02-09T20:54:11Z,0,True,1
112,112,TsqBucY6KB8,UCG8L2MDds4FE0Ujvgmbv1QQ,Myriam Hansen,I wish I could use AI to help me with my 40 cats in my cat sanctuary. I am still waiting for the robots. I can't wait until I don't need to clean cat boxes anymore😊,I wish I could use AI to help me with my 40 cats in my cat sanctuary. I am still waiting for the robots. I can't wait until I don't need to clean cat boxes anymore😊,2023-02-09T20:47:43Z,2023-02-09T20:47:43Z,0,True,1
113,113,TsqBucY6KB8,UCOFnKI4ninzwricRwvn6Vog,F.O.C.K.,Max be looking like my grandma here,Max be looking like my grandma here,2023-02-09T20:45:53Z,2023-02-09T20:45:53Z,0,True,1
114,114,TsqBucY6KB8,UCRGs6ZSORbcTxCAQ0syBNgg,nocdful,I think this is an optimistic view on how ai saves you time in your job when in fact the time you saved will be just cut from your hours to save for labor or give employers an excuse to pay a lower wage for doing less.,I think this is an optimistic view on how ai saves you time in your job when in fact the time you saved will be just cut from your hours to save for labor or give employers an excuse to pay a lower wage for doing less.,2023-02-09T20:18:52Z,2023-02-09T20:18:52Z,2,True,1
115,115,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,"that little hop the bot makes at the dismount is for authenticity, for you... not because the bot miscalculated","that little hop the bot makes at the dismount is for authenticity, for you... not because the bot miscalculated",2023-02-09T20:06:13Z,2023-02-09T20:06:13Z,0,True,0
116,116,TsqBucY6KB8,UCDKnQK-8ZlP6NkGGaLm9Xwg,Smart Move ,I think instead of people losing their jobs maybe they can use chatgpt to do their jobs better and more efficiently. I wouldn't use it to replace employees I would use it to make them super heros!,I think instead of people losing their jobs maybe they can use chatgpt to do their jobs better and more efficiently. I wouldn't use it to replace employees I would use it to make them super heros!,2023-02-09T20:04:21Z,2023-02-09T20:04:21Z,1,True,2
117,117,TsqBucY6KB8,UC-7vY_XBUCUxIusgNMARUCA,d1mm3r,"I work in automation and AI, I say this every time. Yes AI will remove jobs. But it will also create new jobs. You either adapt and evolve, or get left behind. It’s entirely up to you.","I work in automation and AI, I say this every time. Yes AI will remove jobs. But it will also create new jobs. You either adapt and evolve, or get left behind. It’s entirely up to you.",2023-02-09T20:01:09Z,2023-02-09T20:01:09Z,57,True,24
118,118,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,the jokers pants must be almost worn through from sliding down that pile o cash,the jokers pants must be almost worn through from sliding down that pile o cash,2023-02-09T19:47:34Z,2023-02-09T19:47:34Z,0,True,0
119,119,TsqBucY6KB8,UCPAmxs9jNd_EQRufGD-r_-Q,Tom Yocom,90 percent of all houses built do NOT use an architect !,90 percent of all houses built do NOT use an architect !,2023-02-09T19:41:11Z,2023-02-09T19:41:11Z,0,True,1
120,120,TsqBucY6KB8,UCPAmxs9jNd_EQRufGD-r_-Q,Tom Yocom,AI WILL  compete with each other and accelerate  so fast it is a waste of time to learn the first 100 iterations because a 15 year old will walk in next year and run everything with the NEW UI !!,AI WILL  compete with each other and accelerate  so fast it is a waste of time to learn the first 100 iterations because a 15 year old will walk in next year and run everything with the NEW UI !!,2023-02-09T19:36:52Z,2023-02-09T19:36:52Z,1,True,1
121,121,TsqBucY6KB8,UCWn6Yo9AuaY7Dxa5QgLvRsA,Life of Smokey,chatGPT was out today so I still have a job 😅,chatGPT was out today so I still have a job 😅,2023-02-09T19:28:11Z,2023-02-09T19:28:11Z,1,True,1
122,122,TsqBucY6KB8,UC5sPZhnMloshckDyu_6A2UQ,David Dixon,"For the jobs that are only partially replaced, educators, students, coders etc.  performance expectations can rise.","For the jobs that are only partially replaced, educators, students, coders etc.  performance expectations can rise.",2023-02-09T19:27:54Z,2023-02-09T19:27:54Z,0,True,1
123,123,TsqBucY6KB8,UCKQrIcDzv2_3t0tfM1hRJyA,Cristian D,"INtereseting topics with the office editing, is allll i need","INtereseting topics with the office editing, is allll i need",2023-02-09T19:13:00Z,2023-02-09T19:13:00Z,1,True,1
124,124,TsqBucY6KB8,UCX7FnpsDzPM8ExMHJevAIDA,TANTOE,"Hi Max, thanks for the video! 

What do you think about the accounting profession? Will it be totally replaced? I would like to prepare for it? Or choose other study?","Hi Max, thanks for the video! 

What do you think about the accounting profession? Will it be totally replaced? I would like to prepare for it? Or choose other study?",2023-02-09T18:57:50Z,2023-02-09T18:57:50Z,0,True,4
125,125,TsqBucY6KB8,UCjUKPrX7fGTBeyvRrRbD4Cw,opera fan,nice jacket you waer. from where is it? nice content like always. also the jacket :-),nice jacket you waer. from where is it? nice content like always. also the jacket :-),2023-02-09T18:54:26Z,2023-02-09T18:54:26Z,0,True,2
126,126,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,🚫 Don't dine and dash         🌹 MAKE YOUR MOM PROUD🌹       Leave a tip🥜         CLICK 👍        COMENT 👌     SHARE🥂,🚫 Don't dine and dash         🌹 MAKE YOUR MOM PROUD🌹       Leave a tip🥜         CLICK 👍        COMENT 👌     SHARE🥂,2023-02-09T18:52:10Z,2023-02-09T18:52:10Z,0,True,0
127,127,TsqBucY6KB8,UCaq8oAZc_Z63G0MjKSDlqQQ,Brian Johnson,🌟🌟🌟🌟🌟,🌟🌟🌟🌟🌟,2023-02-09T18:52:05Z,2023-02-09T18:52:05Z,0,True,0
128,128,TsqBucY6KB8,UCW59FgUrYH16PeAf1Ttczng,Klesh,Great original information and well thought out and presented as always! This technology also means that everyone can now be a graphic designer and not have to hire one.,Great original information and well thought out and presented as always! This technology also means that everyone can now be a graphic designer and not have to hire one.,2023-02-09T18:40:34Z,2023-02-09T18:40:34Z,0,True,3
129,129,TsqBucY6KB8,UCjes6ENK2QpNtCRGoHPK1ZA,ggfnik,Dark savior 02,Dark savior 02,2023-02-09T18:27:35Z,2023-02-09T18:27:35Z,0,True,0
130,130,TsqBucY6KB8,UCHO2--Rxcr51RbmgoRZjk6g,G Brown,"There is a problem with AI.. It does not know or understand things that a human would know or understand.. I used to Relief milk on a dairy farm, and the owner installed a ""transponder"" feed situation.. Each cow ( VERY expensive cattle by the way ) had a ""necklace"" with a computer code, and when the cow stuck her head in the feeder, it was ""read' and an amount of grain for that cow was  dispensed grain depending on her point in lactation and her individual requirements. The problem started with a human a mistake, The owner needed to up the feed by 10% but accidently hit an extra zero.  The owner left on vacation around the next day, for month, and we  were left to run things while he was gone....The computer then upped the feed by 100%  and cattle who were getting 30-40 pounds of grain a day ( which is ALOT , most non lactating animals that do not have a demand on their bodies will get sick on that volume ) Now the cows were getting 60-80 pounds of grain a day! Now a HUMAN would have said -Wait a minute! that is WAY too much!!! but the computer did not know any better and dispensed the asked for feed!! Cattle died ( literally) got violently sick with extreme acidosis. One foundered and went lame, a  very good portion of them got mastitis, and a high portion ended up with  ""cystic "" overies -- ( stopped breeding) all because a computer does not know the small items of animal husbandry that a human would / should know... 
   I have watched jobs disappear due to automation as well.. Having worked at Walmart, they put in ""self check out"" lines, and I told the cashiers - 'There goes your job"" ( most of the cashiers were totally struggling to make ends meet, as they were mostly part time, They don't want full time, as then they have to pay benefits) getting only maybe 12 hours a week, and they were forbidden by the company to get a second job, if it was similar to the job they were doing at Walmart - ( worked there I know ) I was laughed at  by at least one co-worker, / cashier and gradually they took almost all the cashiers jobs away and replaced them with ""self check"" out. Just like i said was going to happen.. The problem with AI is , Yes maybe there is another job that you can do ""controlling"" AI ,, You would have to have knowledge IN THE TECHNOLGY FIELD TO DO IT ,, YOU ARE NOT GOING TO JUST STEP OUT OF YOUR OLD JOB AND INTO A NEW ONE.. You would have to have special training for it which might take a long time...in the meantime you have to eat...","There is a problem with AI.. It does not know or understand things that a human would know or understand.. I used to Relief milk on a dairy farm, and the owner installed a ""transponder"" feed situation.. Each cow ( VERY expensive cattle by the way ) had a ""necklace"" with a computer code, and when the cow stuck her head in the feeder, it was ""read' and an amount of grain for that cow was  dispensed grain depending on her point in lactation and her individual requirements. The problem started with a human a mistake, The owner needed to up the feed by 10% but accidently hit an extra zero.  The owner left on vacation around the next day, for month, and we  were left to run things while he was gone....The computer then upped the feed by 100%  and cattle who were getting 30-40 pounds of grain a day ( which is ALOT , most non lactating animals that do not have a demand on their bodies will get sick on that volume ) Now the cows were getting 60-80 pounds of grain a day! Now a HUMAN would have said -Wait a minute! that is WAY too much!!! but the computer did not know any better and dispensed the asked for feed!! Cattle died ( literally) got violently sick with extreme acidosis. One foundered and went lame, a  very good portion of them got mastitis, and a high portion ended up with  ""cystic "" overies -- ( stopped breeding) all because a computer does not know the small items of animal husbandry that a human would / should know... 
   I have watched jobs disappear due to automation as well.. Having worked at Walmart, they put in ""self check out"" lines, and I told the cashiers - 'There goes your job"" ( most of the cashiers were totally struggling to make ends meet, as they were mostly part time, They don't want full time, as then they have to pay benefits) getting only maybe 12 hours a week, and they were forbidden by the company to get a second job, if it was similar to the job they were doing at Walmart - ( worked there I know ) I was laughed at  by at least one co-worker, / cashier and gradually they took almost all the cashiers jobs away and replaced them with ""self check"" out. Just like i said was going to happen.. The problem with AI is , Yes maybe there is another job that you can do ""controlling"" AI ,, You would have to have knowledge IN THE TECHNOLGY FIELD TO DO IT ,, YOU ARE NOT GOING TO JUST STEP OUT OF YOUR OLD JOB AND INTO A NEW ONE.. You would have to have special training for it which might take a long time...in the meantime you have to eat...",2023-02-09T18:26:23Z,2023-02-09T18:26:23Z,1,True,1
131,131,TsqBucY6KB8,UCTO-VwitKdmjePT0DFslPrQ,Surya Raya,Guess Prompt Engineering Skill is going to be in my Resume,Guess Prompt Engineering Skill is going to be in my Resume,2023-02-09T18:24:49Z,2023-02-09T18:24:49Z,0,True,1
132,132,TsqBucY6KB8,UCbq-Xhw-a_KJ1fD1QpMHT9A,Nestor Munoz,Let me guess... The script was written by ChatGPT.,Let me guess... The script was written by ChatGPT.,2023-02-09T18:21:24Z,2023-02-09T18:21:24Z,0,True,1
133,133,TsqBucY6KB8,UCYQdsk3Ar4jxP7TVS9SfgfA,Linck192,"So if I'm a programmer and chatGPT isn't a good enough programmer on it's own right now, but there will be some specialized AI in the future that will, eventually, what am I supposed to do?","So if I'm a programmer and chatGPT isn't a good enough programmer on it's own right now, but there will be some specialized AI in the future that will, eventually, what am I supposed to do?",2023-02-09T18:11:01Z,2023-02-09T18:11:01Z,0,True,3
134,134,TsqBucY6KB8,UC4MicungIXPXlA5tOY4k6Vw,Dakara,"Everything stated is spot on for the immediate and short term over the next few years. However, if AI actually reaches the goals being attempted, that being AGI, there is no skill ladder you can climb to escape. And nobody seems to have a compelling vision of that future. Neil DeGrasse Tyson recently stated ""plumbing"" is the career that AI will not eventually take. I don't think plumbing is the future everyone is hoping for. 
And for everyone who thinks a ""everything done for you"" society will be Utopia. I suggest go watching ""A Nice Place to Visit"" Twilight Zone Episode.","Everything stated is spot on for the immediate and short term over the next few years. However, if AI actually reaches the goals being attempted, that being AGI, there is no skill ladder you can climb to escape. And nobody seems to have a compelling vision of that future. Neil DeGrasse Tyson recently stated ""plumbing"" is the career that AI will not eventually take. I don't think plumbing is the future everyone is hoping for. 
And for everyone who thinks a ""everything done for you"" society will be Utopia. I suggest go watching ""A Nice Place to Visit"" Twilight Zone Episode.",2023-02-09T18:09:12Z,2023-02-09T18:09:12Z,0,True,1
135,135,TsqBucY6KB8,UCHhv4Axp5uovcF7LmW12aoA,Tiaan Kruger,"I have seen this starting already some time ago with coding.
in Visual Studio for example they had intellisense, which was awesome, but about 2 years ago they upped it with some AI built in.
and it actually got pretty damn good at predicting the line of code you wanted to write.
sure, there was still some very specific stuff that you you need to do yourself, but I would guess I did about 20% less actual coding minimum.
sure, I had to check that what it suggested was right, but it 100% took that amount of work from me.
This is not nearly on the level something like chatGPT, so imagine if Microsoft took this to that level.
It is something that I have seen coming, and why I moved partially into a bit more managerial/oversight role.","I have seen this starting already some time ago with coding.
in Visual Studio for example they had intellisense, which was awesome, but about 2 years ago they upped it with some AI built in.
and it actually got pretty damn good at predicting the line of code you wanted to write.
sure, there was still some very specific stuff that you you need to do yourself, but I would guess I did about 20% less actual coding minimum.
sure, I had to check that what it suggested was right, but it 100% took that amount of work from me.
This is not nearly on the level something like chatGPT, so imagine if Microsoft took this to that level.
It is something that I have seen coming, and why I moved partially into a bit more managerial/oversight role.",2023-02-09T18:09:06Z,2023-02-09T18:09:06Z,0,True,1
